tag,name
RGIS617,Urban and Environmental Applications of Remote sensing and GIS
RGIS618,Remote Sensing and GIS for Petroleum
RGIS620,Capstone
RGIS630,Thesis
GEHP111,Happiness and Wellbeing
PSG110,Fundamentals of Political Science
PSG120,Government & Politics of UAE
PSG130,Introduction to Public Administration
PSG242,Methods of Research in PSG
PSG250,Principles of International Relations     
PSG261,Political Thought
PSG270,Comparative Political Systems
PSG301,International Organizations
PSG302,Diplomatic Systems
PSG312,Foreign Policy of Arab States
PSG315,International Political Economy
PSG321,Gulf & Arabic Peninsula Affairs
PSG331,Local Governments & Local Administrations
PSG332,Europe & The United States
PSG352,Governmental Budgeting
PSG415,Public Governance
PSG422,Foreign Policy of Great Powers
PSG425,Public Policy
PSG430,Special Topics
PSG440,Internship
PSG485,Integrated Capstone
PSG501,Public Policy Analysis Theory & Practice
PSG504,New Public Man & Governments
PSG505,Research Methods for Political Analysis
PSG513,"Globalization, International Agencies & Public Policy "
PSG517,"Government, Leadership, & Pubic Management"
PSG518,Public Policy Design and Tools
PSG521,Environmental Policy & Sustainable Development Management
PSG522,"Implementation, Evaluation & Monitoring of Strategic Issues "
PSG526,Comparative Political Institutions
PSG527,Seminar in Government & Public Policy in the UAE
PSG600,Research Project 
PSG699,Master Degree Thesis
SOC101,Introduction to Sociology
SOC190,Social Problems
SOC260,Folklore
SOC307,Human Development
SOC313,Sociology of the Family
SOC314,Political Sociology
SOC315,Sociology of Education
SOC316,Folklore in UAE Society
SOC318,Crime & Juvenile Delinquency
ECBP614,Mobile Commerce
ISBP631,Information Systems Management
ISBP632,Applied Data Mining
ISBP633,Managing the IT Venture
ISBP634,Enterprise Computing
ISBP635,Knowledge Management
ISBP636,IT Legislation
ISBP637,E-Governance
ISBP669,Computation and Data Science
ISEC311,Network Security I
ISEC312,Cryptography
ISEC321,Network Security II 
ISEC322,Design and Analysis of Security Protocols 
ISEC323,Secure Software Design and Engineering 
ISEC324,Cryptography Lab 
ISEC411,Privacy and Anonymity
ISEC412,Digital Forensics
ISEC413,Security Architecture and Mechanisms 
ISEC414,Network Security Lab 
ISEC416,Information Security Management
ISEC417,Database Security
ISEC421,Risk Analysis and Management
ISEC422,"Security Policy, Laws, and Governance "
ISEC423,Systems Security Lab 
ISEC424,Hardware-Oriented Security and Trust
ISEC428,Special Topics in Information Security
ISEC755,Advanced Systems and Data Security.
ITBP280,Information Technology Project Management Exhibition
ITBP301,Security Principles & Practice
ITBP321,Web Application Development Lab
ITBP322,Web and Mobile Systems 
ITBP323,Systems Integration and Administration
ITBP324,Cloud Computing Fundamentals
ITBP370,Professional Responsibility in Information Technology
ITBP410,The Internet of Things  
ITBP418,Entrepreneurship in Information Technology
ITBP420,Data Analytics
ITBP421,Big Data Analytics
ITBP430,Mobile Computing 
ITBP480,Senior Graduation Project I
ITBP481,Senior Graduation Project II
ITBP495,Internship
ITCO601,Current Emerging Trends in Information Technology
ITCO602,Management and Leadership in Information Technology
ITCO603,"System Analysis, Modeling & Design"
ITPG602,Research Methods in Information Technology
ITPG690,Practicum Project
ITPG698,Special Topics in Information Technology
ITPG699,Research Thesis
ITPG701,Advanced Design & Analysis of Algorithms
ITPG708,Foundations of Computational Science and Informatics
ITPG709,"Modeling, Simulation & Performance Evaluation"
ITPG713,Data Mining & Statistical Analysis
ITPG720,Numerical Optimization Methods
ITPG760,Special Topics in Informatics and Computing
ITPG797,Special Topics in IT
ITPG800,Comprehensive Exam
ITPG810,Research Proposal
ITPG900,Dissertation Research
ITPG910,Dissertation Defense
SECB621,Information Security Fundamentals
SECB622,Advanced Network Security
SECB623,Cryptography and Secure Communications
SECB624,Software Security
SECB626,Secure Electronic Commerce
SECB627,"Ethics, Law and Policy in Cyberspace"
SECB628,Computer Crimes and Forensics
CENG201,Circuits Fundamentals
CENG202,Discrete Mathematics
CENG205,Digital Design & Computer Organization
CENG210,Communication & Networks Fundamentals
CENG221,Computer Architecture 
CENG231,Circuits Lab
CENG320,Signals and Systems I 
CENG324,Digital System Design
CENG325,Digital Design lab 
CENG328,Introduction to Embedded Systems
CENG329,Introduction to Embedded Systems Lab
CENG513,Hardware Testing and Fault Tolerance
CENG518,VLSI Design 
CENG521,Hardware/Software Integration
CENG529,Networking Lab
CENG530,Computer Network Protocols 
CENG531,Wireless Communication and Sensor Networks 
CENG532,Network Security
CENG533,Advanced Network Services 
CENG580,Selected Topics in Computer Engineering
CENG601,Embedded Systems Design
CENG602,Wireless and Mobile Networks
CENG603,Internet of Things (IoT) Systems and Platforms
CENG604,"Sensors, Data Acquisition and Interfaces  "
CENG640,Internet of Things Security 
CENG655,Special topics in Computer Engineering
CENG709,"Modeling, Simulation and Performance Evaluation"
CENG742,Advanced Computer Architecture
CENG750,Advanced Design and Analysis of Networks
NEBP797,Special Topics in Software Engineering
CSBP112,Introduction To Programming
CSBP119,Algorithms and Problem Solving
CSBP121,Programming Lab I
CSBP123,Introduction to Programming
CSBP219,Object Oriented Programming
CSBP221,Programming Lab II
CSBP301,Artificial Intelligence
CSBP315,Operating Systems Fundamentals
CSBP316,Human Computer Interaction
CSBP319,Data Structures
CSBP320,Data Mining 
CSBP340,Database Systems
CSBP400,Modeling & Simulation
CSBP411,Machine Learning
CSBP421,Smart Computer Graphics
CSBP431,Bioinformatics
CSBP441,Applied Computer Vision
CSBP461,Internet Computing
CSBP476,Robotics and Intelligent Systems 
CSBP483,Mobile Web Content and Development 
CSBP487,Computer Animation and Visualization 
CSBP491,Computational Intelligence for Data Management
CSBP499,Special Topics in Computer Science
CSPG701,Advanced Design and Analysis of Algorithms
CSPG730,Data Mining for Advanced Analytics
CSPG731,Distributed and Parallel Computing
CSPG751,Software Engineering
SWEB300,Software Engineering Fundamentals
SWEB312,Software Requirements and Specification
SWEB450,Analysis of Algorithms
SWEB451,Game Development
SWEB645,Application and Service Development for the IoT
SWEB651,Software Construction
SWEB652,Requirements Engineering
SWEB653,Software Testing & Quality Assurance
SWEB654,HCI and Usability
SWEB655,Web Applications
SWEB656,Special Topics in Software Engineering
SWEB657,Embedded Software
ISLM101,"Biography of the Prophet ""Sira"""
ISLM114,Recitation & Cantillation
ISLM201,Fiqh of Worship
SHAR112,Introduction to Islamic Law and its Sources 
SHAR204,Personal Status ( Marriage and Divorce )
SHAR212,Rules of  Jurisprudence
SHAR327,"Inheritance, Will & Mortmain"
SHAR329,Principles of Islamic Jurisprudence 
SHAR409,Islamic Criminal System  
PRVT113,Introduction to Law
PRVT201,Consumer Protection Law 
PRVT210,Sources of Obligation 
PRVT211,The Rules of Evidence
PRVT227,Principles of Commercial Law 
PRVT265,Business Law (E)
PRVT302,Civil Procedures
PRVT304,Labour Law
PRVT307,The Rules of Obligations  
PRVT333,Selected Studies in Comparative Private Law-English
PRVT338,Company Law
PRVT339,Commercial Arbitration Law
PRVT340,Securities Law 
PRVT406,The Law of Execution
PRVT407,Private International Law
PRVT408,Maritime and Aviation Law
PRVT410,"Nominated Contract (Sale, Lease & Construction) "
PRVT453,Commercial Papers & Banking
PRVT455,Rights in Rem 
PRVT462,Intellectual Property Laws
PRVT600,Advanced Studies in Civil Law
PRVT601,Advanced Studies in Commercial Law
PRVT603,International Trade Contracts (E)
PRVT604,Alternative Dispute Resolution (E)
PRVT605,Modern Finance Transactions in Islamic Law
PRVT606,Thesis
PRVT607,World Trade Agreements (E)
PRVT608,E-Commerce ( E )
PRVT609,Advanced St.In Prvt.Int. Law
PRVT610,Legal System for Economic Activity in Free Zones (E)
PRVT611,Advanced Studies in Civil Procedure
PRVT612,Advanced Studies in Insurance
PRVT613,Advanced Studies in Intellectual Property
PRVT707,Civil Law
PRVT708,Commercial law
PRVT711,Civil Procedures Law - E
PRVT712,Companies Law and Investment Legislation - E
PRVT716,Real-Estate Legislation- E
PRVT717,Private International Law- E
PRVT718,Securities and their Governing Legislation - E
LAW115,Legal Research Methodology  
LAW340,Internal Training
LAW440,External Training
LAW666,Legal Research      
LAW700,Quantitative and Qualitative Research Methods
LAW701,Advanced Legal Research: Writing and Presentation
LAW702,Selected Legal Readings - E
LAW703,Advanced Studies in Comparative Legal Systems
LAW800,Comprehensive Examination
LAW900,Dissertation Research
LW111,Arabic For Specific Purposes
PUBL114,Constitutional Law
PUBL206,Administrative Law
PUBL207,Public International Law
PUBL209,Penal Law- General	
PUBL226,Selected Studies in Comparative Public Law-English
PUBL305,Penal Law Specific (1) Individual and Financial Crimes
PUBL306,"Penal Law (Specific) 2 ""Emerging Crimes"""
PUBL308,International Organizations-English
PUBL309,Public Employment
PUBL310,Public Finance and Tax Legislation
PUBL335,Criminal Procedures Law 
PUBL401,International Human Rights Law
PUBL421,Press Law and Ethics
PUBL630,Advanced Studies in Criminal Law
PUBL631,Advanced Studies in Constitutional Law
PUBL633,Advance Studies in International Criminal Law
PUBL634,Advanced Studies in Criminal Procedures
PUBL635,Advanced Studies in Administrative Law
PUBL636,Thesis
PUBL637,Advanced Studies in Administrative Contracts
PUBL638,International Relations & Organizations(E)
PUBL639,Human Rights (E)
PUBL640,Advanced Studies in Criminal Law-Specific Crimes
PUBL655,Environmental Law
PUBL705,Criminal Law
PUBL706,Administrative Law
PUBL709,Public International Law - E
PUBL710,Criminal Procedure Law- E
PUBL713,International Crimes and Judicial System - E
PUBL714,Constitutional Law - E
PUBL715,Contemporary Crimes- E
ANAT602,Techniques in Morphological Science
ANAT603,Medical Cell and Tissue Biology
ANAT604,Stem Cell Biology
ANAT605,Human Gross Anatomy
CYHS107,Cytology and Histology
EMBR213,Human Embryology
HANA104,Human Anatomy 1
HANA111,Human Anatomy 2
HANA214,Human Anatomy 3
HANA220,Human Anatomy 4
HBIO106,Human Biology
PRR600,Principles of Research
BMB601,Techniques in Biochemistry
BMB602,Advanced Molecular Biology
BMB603,Advanced Cell Biology
BMB604,Advanced Topics in Biochemistry
BMB605,Molecular and Cellular Biology of Neurodegenerative Diseases
BMB606,Special topics in Biochemistry
BMSC700,Recent Advances in Molecular Biology
BMSC701,Advanced Research Techniques
BMSC702,Advances in General Pathology
BMSC703,Microbial Pathogenesis and Host Defense
BMSC704,Current Advances in Pharmacological Sciences
BMSC705,Advances in Genetics
BMSC706,Advanced Cancer Biology
BMSC707,Medical Cell and Tissue Biology
BMSC708,Advanced Topics in Neuroscience
BMSC709,Advanced Pathophysiology
BMSC710, Computational Biochemistry and Artificial Intelligence for Medical Applications
BMSC711,Advanced Human Microbiome
MBIO215,Molecular Biology
MCHE103,Chemistry for Medicine
MCHE108,Biological Chemistry
MTAB221,Cellular Communication and Metabolism
BSTA110,Biostatistics and Epidemiology 1
BSTA218,Biostatistics and Epidemiology 2
CMCE800,Comprehensive Examination
CMHS702,Journal Club I
CMHS703,Journal Club II
CMHS704,Journal Club III
CMHS705,Journal Club IV
CMHS731,Research Proposal Development
CMPH600,Biostatistics & Clinical Research Design
CMPH601,Fundamentals of Public Health
CMPH602,Biostatistics
CMPH603,Epidemiological Methods
CMPH604,Health Care Evaluation and Needs Assessment
CMPH605,Public Health Management
CMPH606,Health Promotion and Disease Prevention
CMPH607,Health Protection
CMPH609,Introduction to Public Health
CMPH613,Occupational Health
CMPH614,Public Health Assignments I
CMPH615,Clinical Epidemiology
CMPH616,Public Health Assignments II
CMPH617,Environmental Public Health
CMPH618,Current Issues in Public Health
CMPH620,Maternal and Child Health
CMPH622,Chronic Disease Epidemiology
CMPH623,Public Health Assignments III
CMPH627,Advanced Epidemiological Methods
CMPH628,Global Health
CMPH629,Skills for Public Health Practice
CMPH630,Advanced Biostatistics
CMPH631,Advanced Environmental Health
CMPH633,Advanced Public Health
CMPH713,Qualitative Research Methods
CMPH741,Epidemiology I 
CMPH742,Biostatistics I
CMPH743,Essentials of Population Health
CMPH744,"Health Interventions, Policy & Practice  "
CMPH751,Epidemiology II 
CMPH752,Biostatistics II
CMPH753,Environment and Human Health
CMPH754, Health Promotion Programs - Strategies for Development and Evaluation 
CMPH755,Infectious Diseases Prevention and Control 
CMPH756, Introduction to Health Policy and Health Economics
PHCM560,Public Health and Community Medicine
STA600,Biostatistics & Experimental Design
CLSM360,Clinical Skills and Professionalism 1
CLSM460,Clinical Skills and Professionalism 2
ENDO420,Endocrine and Metabolism
FIEE599,Final Integrated Examination
GAST410,Gastrointestinal System
HEHA450,Behavioral Sciences
LITM102,Language and Literacy
MMAT101,Numeracy and Information Technology
MSCE299,Pre-Medical Program Exam
MUSC430,Musculoskeletal System
NEOR440,Neuroscience and Special Senses
OSCE499,Pre-Clinical Program Exam
PCOM105,Professional Practice and Communication 1
PCOM112,Professional Practice and Communication 2
PCOM219,Professional Practice and Communication 3
PCOM226,Professional Practice and Communication 4
RESP340,Respiratory System
RSCH600,Research
RSCH601,Research Project
RSCH602,Research Thesis
RSCH900,Dissertation Research
RSCH910,Dissertation Defense
INFE310,"Infection, Inflammation and Immunity"
JRC601,Biomedical Sc Journal Club 1
JRC602,Biomedical Sc. Journal Club II
MCRO223,Principles of Microbiology and Immunology
MMIM601,"Molecular Bacteriology � Gene, Structure, Pathogenesis"
MMIM602,Principles of Cellular and Molecular Immunology 
MMIM603,Molecular Principles of Viral Replication and Pathogenesis
MMIM605,Gene Therapy
MMIM606,Molecular Techniques Viral Pathogenesis
MMIM607,Antibiotics and Antibiotic Resistance
MMIM608,Immune-Mediated Diseases
MMIM609,Microbiome in health and disease
MMIM612,Basic Medical Parasitology and Entomology
MMIM620,Emerging bacterial infectious diseases
SEM601,Biomedical Sc. Seminar I
SEM602,Biomedical Sc. Seminar II
OBGY540,Obstetrics and Gynaecology
PAED530,Pediatrics I
PAED575,Pediatrics II
HONC320,Mechanisms of Malignancies and Hematology 
PATH224,Pathology
WMEX350,Renal and Urogenital Systems
CDPM330,Cardiovascular System
PHAM225,Pharmacology
PHTX601,General Systemic Pharmacology
PHTX602,Molecular Mechanism of Drug Action
PHTX603,Neurotransmitters in Health and Diseases
PHTX604,Molecular Principles of Organ Toxicity
PHTX607,Advanced Pharmacotherapy 1
PHTX608,Advanced Pharmacotherapy 2 
PHTX609,Advanced Pharmacotherapy 3
PHTX610,Advanced Pharmacotherapy 4
PHTX612,Medication Management and Pharmaceutical Care
PHTX613,Advanced Pharmacy Practice Experience 4: Ambulatory Care 
PHTX614,Advanced Pharmacy Practice Experience 2: General Internal Medicine 1 
PHTX616,Advanced Pharmacy Practice Experience 9: Adult Oncology
PHTX618,Advanced Pharmacy Practice Experience 5: Infectious Diseases 
PHTX619,Advances in Pharmacology
PHTX620,Advanced Pharmacy Practice Experience 7: General Pediatric
PHTX621,Advanced Pharmacy Practice Experience 8: Critical Care Medicine 
PHTX623,Research Project 1
PHTX624,Modern Medicinal Chemistry and Drug Design
PHTX626,Advanced Pharmacy Practice Experience 6: General Surgery
PHTX627,Advanced Pharmacy Practice Experience 3: General Internal Medicine 2 
PHTX631,Advanced Pharmacotherapy 5
PHTX632,Advanced Pharmacy Practice Experience 1: Hospital Pharmacy
PHTX633,Research Project 2 
PHTX634,Advanced Clinical Pharmacokinetics 
CANB601,Basic Cancer Biology
PHY601,Human Physiology 1
PHY602,Human Physiology 2
PHY603,Human Physiology 3
PHY611,Advanced Electrophysiology
PHYL101,Introductory Physiology
PHYL109,Human Physiology 1
PHYL216,Human Physiology 2
PHYL222,Human Physiology 3
ETHC600,Ethical Conduct in Medical Research
PSCH550,Psychiatry and Behavioral Sciences
SURG520,Surgery I
SURG573,General Surgery
SURG574,Surgery Specialty
ECCT570,External Elective
ECCT579,Internal Elective
EMED578,Emergency Medicine
IMED510,Internal Medicine I
IMED571,Internal Medicine II
IMED572,Internal Medicine Selective
FAMD576,Family Medicine
FAMM600,Patient Examination and Clinical Assessment
MGEN217,Medical Genetics
MGEN601,Human Genetics
MGEN602,Molecular Basis of Human Diseases
MGEN603,Bioinformatics and Genomics
MGEN604,Genetic & Genomic Diagnostics
MGEN605,OMICS in Medicine
MGEN606,Translational Medicine: From Bench to Bedside
MGEN607,Pharmacogenomics and Stratified Medicine
MGEN608,Principles of Genetic Counseling
NUTR301,Human Nutrition
NUTR320,Macronutrient Nutrition and Metabolism
NUTR321,Nutrition Assessment I
NUTR330,Micronutrient Nutrition and Metabolism
NUTR331,Nutrition Assessment II
NUTR352,Human Nutrition in Various Ages Stages
NUTR355,Nutrition Seminar
NUTR360,Immunology and Nutrition 
NUTR371,Food Service Systems Management I
NUTR372,Food Service Systems Management I SP
NUTR375,Medical Nutrition Therapy I (NS Program)
NUTR377,Medical Nutrition Therapy I (CPD Program)
NUTR378,Medical Nutrition Therapy I (Supervised Practice)
NUTR379,Functional Food and Health
NUTR380,Food Service Systems Management (NS Program)
NUTR396,Sports Nutrition
NUTR401,Nutrition Education and Communication (NS Program)
NUTR403,Nutrition Education and Communication (CPD Program)
NUTR404,Nutrition Education and Communication (Supervised Practice)
NUTR443,Meal Planning
NUTR478,Medical Nutrition Therapy II (NS Program)
NUTR480,Senior Research Project (NS Program)
NUTR481,Senior Project (Dietetics Program)
NUTR482,Community Nutrition (NS Program)
NUTR484,Food Service Systems Management II
NUTR485,Food Service Systems Management II (SP)
NUTR486,Community Nutrition (CPD)
NUTR487,Community Nutrition (Supervised Practice)
NUTR488,Medical Nutrition Therapy II (CPD)
NUTR489,Medical Nutrition Therapy II (Supervised Practice)
NUTR490,Internship (CPD)
NUTR491,Internship (NS)
NUTR605,Advanced Nutrition Counseling Techniques 
NUTR615,Community Nutrition and Health Promotion 
NUTR625,Sport and Exercise Nutrition 
NUTR630,Pediatric Diet Therapy 
NUTR635,Papers and Research Proposal Writing in Nutrition Related Subjects 
NUTR645,Advanced Nutrition and Chronic Diseases
NUTR650,Current Topics in Nutrition
NUTR655,Thesis Research
NUTR660,Disease Related Malnutrition (UCL-MEDC0033)
NUTR665,Fundamentals of Nutrition and Metabolism  (UCL-MEDC0034)
NUTR670,Practical Nutrition Assessment (UCL-MEDC0037)
NUTR675,Experimental Design and Research Methods (UCL-MEDC0039)
NUTR701,Graduate Seminar in Nutritional Sciences 
NUTR702,Current Topics in Nutritional Sciences
NUTR705,Advanced Community Nutrition
NUTR707,Advanced Medical Nutrition Therapy
NUTR720,Nutritional Immunology
NUTR740,Physical Activity and Fitness
NUTR750,Selected Topics in Nutritional Sciences
NUTR800,Comprehensive Exam
NUTR805,Advanced Macronutrient Metabolism
NUTR810,Research Proposal
NUTR820,Advanced Micronutrient Metabolism
NUTR830,Human Nutrition Assessment
NUTR900,Dissertation Research
NUTR910,Dissertation Defense
PSY521,Advanced Clinical Psychology
PSY522,Cross Cultural Issues
PSY523,Advanced Psychopathology
PSY524,Adult Assessment
PSY526,Child & Family Therapy
PSY527,Child Assessment
PSY528,Psychotherapy: Theories & Techniques
PSY529,Advanced Behavioral Statistics
PSY621,Research Design and Methods
PSY622,Seminar in Mental Health
PSY623,Neuropsychology
PSY624,Personality Perfomance-based Measures
PSY626,Psychopharmacology
PSY627,Advanced Psychotherapy
PSY628,Master's Thesis
PSY629,Individual Tests (Children)
PSY631,Internship I
PSY632,Health Psychology
PSY633,Scientific and Professional Ethics
PSY634,Internship II
SLP106,Introduction to Speech and Language Disorders
SLP236,"Neurology for Speech, Language & Hearing"
SLP246,Speech Physiology
SLP256,Introduction to Audiology/Hearing Sciences 
SLP276,Child Language Development
SLP286,Voice Disorders
SLP306,Early Childhood Language Disorders
SLP316,Articulation and Phonological Disorders
SLP326,Fluency Disorders
SLP336,Deglutition and Dysphagia
SLP356,Adult Neurologic Communication Disorders 
SLP366,Motor Speech Disorders
SLP406,"Evaluation, Diagnosis & Report Writing"
SLP416,Medical Aspects of Speech Language Pathology
SLP426,Augmentative and Alternative Communication
SLP456,Practicum 2: Clinical Methods & Therapy
SLP466,Practicum 3: Advanced Clinical Method & Therapy
BIOC100,Basic Biology I
BIOC155,Biology Laboratory 1
BIOC160,Basic Biology II
BIOC165,Biology Laboratory 2
BIOC205,Basic Biology II
BIOC214,General Biology Lab
BIOC250,Basic Ecology
BIOC270,General Genetics
BIOC275,Genetics Laboratory
BIOC290,Cell and Molecular Biology
BIOC480,Research Project
BIOC490,Advanced Bio-applications
BIOC495,Seminar (Capstone)
BIOE212,Biology of Invertebrates
BIOE214,Biology of Vertebrates
BIOE230,Microbiology
BIOE240,Principles of Environmental Science
BIOE250,Biodiversity and Evolution
BIOE310,"Insect Diversity, Ecology, and Systematics"
BIOE320,Population and Community Ecology
BIOE330,Diversity and Biology of Fungi
BIOE332,Biology of Parasites
BIOE340,Biology and Diversity of Mammals
BIOE350,Plant Anatomy and Physiology
BIOE355,Animal Anatomy and Physiology
BIOE360,Oceanography
BIOE370,Botany
BIOE380,Desert Ecology
BIOE390,Wildlife & Rangeland Management
BIOE391,Field Ecology
BIOE425,Principles of Ecological Modeling
BIOE435,Bacteriology
BIOE436,Molecular Ecology
BIOE450,Biology and Diversity of Birds
BIOE453,Environmental Toxicology
BIOE454,Marine Biology
BIOE455,Ecology of Pathogens
BIOE457,Animal Behavior
BIOE459,Conservation Biology
BIOE599,Independent Study
BIOE601,Environmental Sciences
BIOE602,Applied Ecology
BIOE603,Field Survey and Environmental Assessment
BIOE604,Complementary Alternative Medicine 
BIOE615,Coastal and Marine Management
BIOE616,Genetically Modified Organisms
BIOE620,Environmental Awareness and Education
BIOE623,Environmental Microbiology
BIOE624,Sustainable Development
BIOE625,Coastal Management
BIOE626,Air Quality and Climate Change
BIOE627,Desert Ecology
BIOE636,Seminar in Environmental Science
BIOE700,Lab Rotations
BIOE703,Applied Biostatistics
BIOE710,Field Ecology
BIOE720,Ecosystem Management & Sustainability
BIOE730,Topics In Ecology and Environmental Sciences
BIOE731,Aquatic Ecology
BIOE740,Wildlife Disease Ecology
BIOE759,Conservation Biology
BIOE765,Global Environmental Changes
BIOE782,Desert Ecology
BIOG315,Fundamentals of Physiology
BIOG321,Histology
BIOG333,Entomology
BIOG434,Bacteriology
BIOG450,Plant Physiology
BIOL210,Animal Biology
BIOL215,Plant Biology
BIOL222,Introduction to Cognitive Neuroscience
BIOL225,Practical Plant Biology
BIOL250,Basic Microbiology
BIOL270,General Genetics
BIOL500,Internship
BIOM229,Cell Biology I
BIOM260,Introduction to Neurosciences
BIOM335,Molecular Biology of Genes
BIOM339,Virology
BIOM350,Developmental Biology
BIOM370,Introductory Bioinformatics
BIOM380,Genomics
BIOM390,Introduction to Epigenetics
BIOM399,Molecular Biology
BIOM420,Molecular Basis of Cell and Tissue Development
BIOM430,Cellular Biochemistry
BIOM433,Biotechnology & Genetic Engineering
BIOM435,Human Molecular Genetics
BIOM445,Macromolecules Structure Function and Bioinformatics
BIOM461,Tissue Culture
BIOM462,Immunology
BIOM470,Molecular Physiology
BIOM481,Molecular Evolution
BIOM489,Molecular Biology Techniques
BIOM490,Biology of Diseases
BIOM492,Special Topics (Cell & Mole)
BIOM508,Advanced Gene Expression
BIOM512,Advanced Genetic Engineering
BIOM516,Advanced Molecular Biology Techniques I
BIOM525,Applications of Bioinformatics
BIOM541,Environmental Biotechnology
BIOM544,Epigenetics & Cell Different
BIOM552,Molecular & Genetic Aspects of Plant Responses to Pathogens 
BIOM555,Biotechnology Applications in Forensic Science
BIOM571,Seminar in Biotechnology & Molecular Biology 
BIOM600,Advanced Molecular Biology Techniques II 
BIOM700,Laboratory Rotations
BIOM720,Advanced Genetics
BIOM730,Molecular Basis of Diseases
BIOM735,Applied Immunobiology
BIOM740,Molecular Physiology
BIOM745,Selected Topics in Biotechnology
BIOM787,Developmental Biology
BIOM793,Advanced topics in Cellular and Molecular Biology: A literature review
BIOM794,Genomics
BION100,Biology and its Modern Application
BCHM345,Experimental Biochemistry
BCHM361,Biochemistry I
BCHM362,Biochemistry II
BCHM418,Research Project
BCHM462,Clinical Biochemistry
BCHM471,Protein Structure and Function
BCHM472,Protein Structure and Function
BCHM481,Special Topics Biochemistry I
BCHM482,Special Topics Biochemistry II
BCHM483,Special Topics in Biochemistry I
BCHM484,Special Topics in Biochemistry II
CHEM111,General Chemistry I
CHEM112,General Chemistry II for Non Major
CHEM113,General Chemistry II
CHEM115,General Chemistry Lab
CHEM175,Chemistry Lab I for Engineering
CHEM181,Chemistry in the Modern World
CHEM211,Professional & Transferable Skills
CHEM222,Analytical Chemistry
CHEM231,Inorganic Chemistry I
CHEM241,Organic Chemistry I
CHEM242,Organic Chemistry II
CHEM245,Organic Chemistry Lab I
CHEM251,Physical Chemistry I
CHEM270,Materials Science
CHEM282,Organic Chemistry for Non-Majors
CHEM283,Biochemistry for Non-Majors
CHEM321,Instrumental Analysis I
CHEM331,Inorganic Chemistry II
CHEM332,Chemistry of Elements
CHEM337,Practical Inorganic Chemistry
CHEM345,Organic Chemistry Lab II
CHEM351,Physical Chemistry II
CHEM355,Physical Chemistry Lab I
CHEM356,Physical Chemistry Lab  II
CHEM377,Instrumental Analysis for Chemical Engineering
CHEM418,Research Project
CHEM419,Internship
CHEM422,Instrumental Analysis II
CHEM423,Environmental Chemistry
CHEM441,Polymer and Petroleum Chemistry
CHEM442,Introduction to Medicinal Chemistry
CHEM445,Spectroscopic Identification of Chemical Compounds
CHEM446,Spectroscopic Identification of Compounds
CHEM453,Electrochemistry
CHEM454,Nuclear and Radiation Chemistry
CHEM480,Research Project II
CHEM522,Analytical Spectroscopy
CHEM523,Separation & Chromatographic Techniques
CHEM524,Electroanalytical Techniques
CHEM526,Chemical Instrumentation
CHEM531,Advanced Organic Synthesis
CHEM533,Organic Reaction Mechanisms
CHEM534,Catalysis in Organic Chemistry
CHEM535,Polymer Chemistry
CHEM541,Advanced Biochemistry I
CHEM551,Advanced Inorganic Chemistry I
CHEM561,Advanced Physical Chemistry I
CHEM598,Selected Topics
CHEM636,Seminar
CHEM641,Advanced Biochemistry II
CHEM651,Advanced Inorganic Chemistry II
CHEM661,Advanced Physical Chemistry II
CHEM673,Petroleum & Petrochemical Pollution
CHEM674,Biochemistry of Toxins & Pollutants
CHEM675,Environmental Chemistry
CHEM677,Corrosion Science For Environments
CHEM701,Advanced Analytical Chemistry
CHEM712,Selected Topics in Analytical Chemistry
CHEM722,Advanced Organic Chemistry and Biocatalysis
CHEM723,Selected Topics in Organic Chemistry
CHEM724,Selected Topics in Biochemistry
CHEM733,Molecular Structure and Bonding
CHEM734,Selected Topics in Inorganic Chemistry
CHEM735,Selected Topics in Physical Chemistry
CHEM740,Advanced Spectroscopic Methods
CHEM741,NanoChemistry
NSCI260,Natural Sciences I (Phys&Chem)
GEOA358,Hydrogeology
GEOA372,Geophysics
GEOA458,Geology Of UAE
GEOA462,Hydro Geochemistry
GEOA495,Selected Topics
GEOL100,Physical Geology
GEOL110,Planet Earth
GEOL215,Mineralogy
GEOL220,Structure Geology 
GEOL260,Paleontology
GEOL300,Igneous and Metamorphic Rocks
GEOL340,Sedimentation and sedimentary rocks
GEOL345,Engineering Geology
GEOL350,Economic Geology
GEOL370,Geophysics
GEOL390,Stratigraphy
GEOL395,Seismic Methods
GEOL398,Seismology and Plate Tectonics
GEOL400,Remote Sensing and GIS
GEOL410,Geochemistry
GEOL415,Petrophysics
GEOL425,Hydrogeology
GEOL428,Space and Terrestrial Planets
GEOL430,Environmental Geoscience
GEOL440,Nuclear Geoscience
GEOL445,Geoinformatics
GEOL460,Petroleum Geoscience
GEOL463,Geophysical Exploration
GEOL470,Research Project
GEOL475,Geology Of UAE
GEOL499,Field Geology
GEOL500,Internship
GEOL521,Geochemistry for Environment and Mineral Exploration
GEOL526,Groundwater Environmental Assessment 
GEOL528,Remote Sensing
GEOL532,Non-Seismic Methods
GEOL541,Geology of Petroleum Plays
GEOL565,Environmental Geochemistry
GEOL574,Energy Resources
GEOL575,Engineering Geology
GEOL581,Applied Paleontology in Hydrocarbon Exploration
GEOL585,Spatial Analysis using GIS and Remote Sensing
GEOL618,Exploration Geophysics
